offline_datapoint_18 1686493254 0,000
offline_datapoint_0 1686493252 5269,023
offline_datapoint_16 1686493252 1003,323
offline_datapoint_28 1686493252 1,352
offline_datapoint_17 1686493252 28,193
offline_datapoint_10 1686493252 98,589
offline_datapoint_29 1686493252 6,302
offline_datapoint_22 1686493252 10456,847
offline_datapoint_4 1686493252 0,014
offline_datapoint_11 1686493257 251845,000
offline_datapoint_5 1686493257 2917,000
offline_datapoint_26 1686493257 594821120,000
offline_datapoint_14 1686493257 480698368,000
offline_datapoint_3 1686493257 8933601280,000
offline_datapoint_9 1686493257 208564224,000
offline_datapoint_25 1686493257 9746,000
offline_datapoint_19 1686493255 8,014
offline_datapoint_8 1686493255 17891,316
offline_datapoint_21 1686493257 208564224,000
offline_datapoint_1 1686493255 3,339
offline_datapoint_20 1686493257 4787462144,000
offline_datapoint_7 1686493257 7386726400,000
offline_datapoint_6 1686493255 0,696
offline_datapoint_12 1686493255 6,517
offline_datapoint_24 1686493255 4,348
offline_datapoint_13 1686493255 8617,071
offline_datapoint_18 1686493257 0,000
offline_datapoint_0 1686493255 10179,530
offline_datapoint_16 1686493255 1256,580
offline_datapoint_28 1686493255 1,232
offline_datapoint_17 1686493255 23,709
offline_datapoint_10 1686493255 98,609
offline_datapoint_29 1686493255 3,005
offline_datapoint_22 1686493255 29825,803
offline_datapoint_4 1686493255 0,012
offline_datapoint_11 1686493260 251845,000
offline_datapoint_5 1686493260 2922,000
offline_datapoint_26 1686493260 595091456,000
offline_datapoint_14 1686493260 480706560,000
offline_datapoint_3 1686493260 8935157760,000
offline_datapoint_9 1686493260 208035840,000
offline_datapoint_25 1686493260 9760,000
offline_datapoint_19 1686493258 0,333
offline_datapoint_8 1686493258 8628,386
offline_datapoint_21 1686493260 208035840,000
offline_datapoint_1 1686493258 0,333
offline_datapoint_20 1686493260 4788207616,000
offline_datapoint_7 1686493260 7387238400,000
offline_datapoint_6 1686493258 0,130
offline_datapoint_12 1686493258 2,780
offline_datapoint_24 1686493258 1,345
offline_datapoint_13 1686493258 3043,490
offline_datapoint_18 1686493260 0,000
offline_datapoint_0 1686493258 3335,679
offline_datapoint_16 1686493258 397,803
offline_datapoint_28 1686493258 1,271
offline_datapoint_17 1686493258 29,319
offline_datapoint_10 1686493258 98,230
offline_datapoint_29 1686493258 5,997
offline_datapoint_22 1686493258 12893,091
offline_datapoint_4 1686493258 0,013
offline_datapoint_11 1686493263 251845,000
offline_datapoint_5 1686493263 2925,000
offline_datapoint_26 1686493263 596680704,000
offline_datapoint_14 1686493263 480808960,000
offline_datapoint_3 1686493263 8935186432,000
offline_datapoint_9 1686493263 207712256,000
offline_datapoint_25 1686493263 9753,000
offline_datapoint_19 1686493261 3,005
offline_datapoint_8 1686493261 8159,215
offline_datapoint_21 1686493263 207712256,000
offline_datapoint_1 1686493261 0,668
offline_datapoint_20 1686493263 4787884032,000
offline_datapoint_7 1686493263 7389589504,000
offline_datapoint_6 1686493261 0,261
offline_datapoint_12 1686493261 2,230
offline_datapoint_24 1686493261 1,478
offline_datapoint_13 1686493261 2942,460
offline_datapoint_18 1686493263 0,000
offline_datapoint_0 1686493261 3307,763
offline_datapoint_16 1686493261 895,560
offline_datapoint_28 1686493261 1,013
offline_datapoint_17 1686493261 23,040
offline_datapoint_10 1686493261 98,872
offline_datapoint_29 1686493261 1,336
offline_datapoint_22 1686493261 9201,159
offline_datapoint_4 1686493261 0,010
offline_datapoint_11 1686493266 251845,000
offline_datapoint_5 1686493266 2930,000
