108 1686493246 3,200000 -1,000000 -101,000000 0,000000 0,000000
108 1686493247 3,200000 -1,000000 -101,000000 0,000000 0,000000
108 1686493248 3,200000 -1,000000 -101,000000 0,000000 0,000000
108 1686493249 3,200000 -1,000000 -101,000000 0,000000 0,000000
108 1686493250 3,200000 -1,000000 -101,000000 0,000000 0,000000
108 1686493251 4,400000 -1,000000 -101,000000 0,000000 0,000000
108 1686493252 4,400000 -1,000000 -101,000000 0,000000 0,000000
108 1686493253 4,400000 -1,000000 -101,000000 0,000000 0,000000
108 1686493254 4,400000 -1,000000 -101,000000 0,000000 0,000000
108 1686493255 4,400000 -1,000000 -101,000000 0,000000 0,000000
108 1686493256 7,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493257 7,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493258 7,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493259 7,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493260 7,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493261 8,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493262 8,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493263 8,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493264 8,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493265 8,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493266 6,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493267 6,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493268 6,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493269 6,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493270 6,000000 -1,000000 -101,000000 0,000000 0,000000
108 1686493271 11,800000 -1,000000 -101,000000 0,000000 0,000000
108 1686493272 11,800000 -1,000000 -101,000000 0,000000 0,000000
108 1686493273 11,800000 -1,000000 -101,000000 0,000000 0,000000
108 1686493274 11,800000 -1,000000 -101,000000 0,000000 0,000000
108 1686493275 11,800000 -1,000000 -101,000000 0,000000 0,000000
108 1686493276 4,600000 -1,000000 -101,000000 0,000000 0,000000
108 1686493277 4,600000 -1,000000 -101,000000 0,000000 0,000000
