94 1686493241 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493242 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493243 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493244 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493245 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493246 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493247 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493248 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493249 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493250 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493251 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1686493252 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1686493253 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1686493254 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1686493255 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1686493256 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493257 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493258 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493259 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493260 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493261 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493262 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493263 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493264 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493265 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1686493266 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1686493267 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1686493268 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1686493269 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1686493270 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1686493271 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493272 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493273 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493274 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493275 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493276 1,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493277 1,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493278 1,200000 -1,000000 -101,000000 0,000000 0,000000
94 1686493279 1,200000 -1,000000 -101,000000 0,000000 0,000000
