106 1686493246 4990,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493247 4990,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493248 4990,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493249 4990,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493250 4990,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493251 5634,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493252 5634,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493253 5634,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493254 5634,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493255 5634,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493256 10632,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493257 10632,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493258 10632,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493259 10632,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493260 10632,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493261 41557,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493262 41557,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493263 41557,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493264 41557,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493265 41557,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493266 10261,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493267 10261,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493268 10261,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493269 10261,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493270 10261,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493271 68561,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493272 68561,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493273 68561,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493274 68561,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493275 68561,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493276 62113,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493277 62113,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493278 62113,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493279 62113,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493280 62113,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493281 5404,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493282 5404,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493283 5404,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493284 5404,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493285 5404,000000 -1,000000 -101,000000 0,000000 0,000000
106 1686493286 5206,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493287 5206,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493288 5206,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493289 5206,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493290 5206,600000 -1,000000 -101,000000 0,000000 0,000000
106 1686493291 5244,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493292 5244,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493293 5244,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493294 5244,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493295 5244,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493296 5910,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493297 5910,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493298 5910,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493299 5910,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493300 5910,200000 -1,000000 -101,000000 0,000000 0,000000
106 1686493301 34432,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493302 34432,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493303 34432,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493304 34432,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493305 34432,400000 -1,000000 -101,000000 0,000000 0,000000
106 1686493306 4680,600000 -1,000000 -101,000000 0,000000 0,000000
