479 1686497981 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686497982 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686497983 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686497984 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686497985 0,200000 -1,000000 -101,000000 0,000000 0,000000
474 1686497985 0,200000 -1,000000 0,200000 0,200000 0,024000
474 1686497984 0,200000 -1,000000 0,200000 0,200000 0,024000
474 1686497983 0,200000 -1,000000 0,200000 0,200000 0,024000
474 1686497982 0,200000 -1,000000 0,200000 0,200000 0,024000
474 1686497981 0,200000 -1,000000 0,200000 0,200000 0,024000
477 1686497985 0,200000 -1,000000 0,200000 0,200000 0,024000
477 1686497984 0,200000 -1,000000 0,200000 0,200000 0,024000
477 1686497983 0,200000 -1,000000 0,200000 0,200000 0,024000
477 1686497982 0,200000 -1,000000 0,200000 0,200000 0,024000
477 1686497981 0,200000 -1,000000 0,200000 0,200000 0,024000
487 1686498465 0,200000 -1,000000 0,200000 0,200000 0,024000
487 1686498464 0,200000 -1,000000 0,200000 0,200000 0,024000
487 1686498463 0,200000 -1,000000 0,200000 0,200000 0,024000
487 1686498462 0,200000 -1,000000 0,200000 0,200000 0,024000
487 1686498461 0,200000 -1,000000 0,200000 0,200000 0,024000
485 1686498465 0,200000 -1,000000 0,200000 0,200000 0,024000
485 1686498464 0,200000 -1,000000 0,200000 0,200000 0,024000
485 1686498463 0,200000 -1,000000 0,200000 0,200000 0,024000
485 1686498462 0,200000 -1,000000 0,200000 0,200000 0,024000
485 1686498461 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498465 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498464 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498463 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498462 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498461 0,200000 -1,000000 0,200000 0,200000 0,024000
479 1686498461 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686498462 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686498463 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686498464 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686498465 0,200000 -1,000000 -101,000000 0,000000 0,000000
485 1686498461 0,200000 -1,000000 -101,000000 0,000000 0,000000
485 1686498462 0,200000 -1,000000 -101,000000 0,000000 0,000000
485 1686498463 0,200000 -1,000000 -101,000000 0,000000 0,000000
485 1686498464 0,200000 -1,000000 -101,000000 0,000000 0,000000
485 1686498465 0,200000 -1,000000 -101,000000 0,000000 0,000000
487 1686498461 0,200000 -1,000000 -101,000000 0,000000 0,000000
487 1686498462 0,200000 -1,000000 -101,000000 0,000000 0,000000
487 1686498463 0,200000 -1,000000 -101,000000 0,000000 0,000000
487 1686498464 0,200000 -1,000000 -101,000000 0,000000 0,000000
487 1686498465 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686499111 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686499112 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686499113 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686499114 0,200000 -1,000000 -101,000000 0,000000 0,000000
479 1686499115 0,200000 -1,000000 -101,000000 0,000000 0,000000
491 1686501195 0,200000 -1,000000 0,200000 0,200000 0,032000
491 1686501194 0,200000 -1,000000 0,200000 0,200000 0,032000
491 1686501193 0,200000 -1,000000 0,200000 0,200000 0,032000
491 1686501192 0,200000 -1,000000 0,200000 0,200000 0,032000
491 1686501191 0,200000 -1,000000 0,200000 0,200000 0,032000
493 1686501200 0,200000 -1,000000 0,200000 0,200000 0,032000
493 1686501199 0,200000 -1,000000 0,200000 0,200000 0,032000
493 1686501198 0,200000 -1,000000 0,200000 0,200000 0,032000
493 1686501197 0,200000 -1,000000 0,200000 0,200000 0,032000
493 1686501196 0,200000 -1,000000 0,200000 0,200000 0,032000
