408 1686495531 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495532 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495533 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495534 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495535 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495536 4,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495537 4,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495538 4,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495539 4,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495540 4,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495541 7,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495542 7,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495543 7,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495544 7,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495545 7,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495546 8,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495547 8,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495548 8,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495549 8,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495550 8,000000 -1,000000 -101,000000 0,000000 0,000000
408 1686495551 7,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495552 7,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495553 7,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495554 7,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495555 7,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495556 10,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495557 10,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495558 10,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495559 10,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495560 10,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495561 4,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495562 4,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495563 4,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495564 4,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495565 4,600000 -1,000000 -101,000000 0,000000 0,000000
408 1686495566 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495567 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495568 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495569 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495570 3,200000 -1,000000 -101,000000 0,000000 0,000000
408 1686495571 2,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495572 2,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495573 2,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495574 2,400000 -1,000000 -101,000000 0,000000 0,000000
408 1686495575 2,400000 -1,000000 -101,000000 0,000000 0,000000
