404 1686495531 1,600000 -1,000000 -101,000000 0,000000 0,000000
404 1686495532 1,600000 -1,000000 -101,000000 0,000000 0,000000
404 1686495533 1,600000 -1,000000 -101,000000 0,000000 0,000000
404 1686495534 1,600000 -1,000000 -101,000000 0,000000 0,000000
404 1686495535 1,600000 -1,000000 -101,000000 0,000000 0,000000
404 1686495536 2,800000 -1,000000 -101,000000 0,000000 0,000000
404 1686495537 2,800000 -1,000000 -101,000000 0,000000 0,000000
420 1686495536 1,200000 -1,000000 -101,000000 0,000000 0,000000
420 1686495537 1,200000 -1,000000 -101,000000 0,000000 0,000000
404 1686495538 2,800000 -1,000000 -101,000000 0,000000 0,000000
404 1686495539 2,800000 -1,000000 -101,000000 0,000000 0,000000
404 1686495540 2,800000 -1,000000 -101,000000 0,000000 0,000000
404 1686495541 4,200000 -1,000000 -101,000000 0,000000 0,000000
404 1686495542 4,200000 -1,000000 -101,000000 0,000000 0,000000
420 1686495538 1,200000 -1,000000 -101,000000 0,000000 0,000000
420 1686495539 1,200000 -1,000000 -101,000000 0,000000 0,000000
420 1686495540 1,200000 -1,000000 -101,000000 0,000000 0,000000
420 1686495541 3,000000 -1,000000 -101,000000 0,000000 0,000000
420 1686495542 3,000000 -1,000000 -101,000000 0,000000 0,000000
404 1686495543 4,200000 -1,000000 -101,000000 0,000000 0,000000
404 1686495544 4,200000 -1,000000 -101,000000 0,000000 0,000000
404 1686495545 4,200000 -1,000000 -101,000000 0,000000 0,000000
404 1686495546 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495547 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495543 3,000000 -1,000000 -101,000000 0,000000 0,000000
420 1686495544 3,000000 -1,000000 -101,000000 0,000000 0,000000
420 1686495545 3,000000 -1,000000 -101,000000 0,000000 0,000000
420 1686495546 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495547 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495548 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495549 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495550 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495551 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495552 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495548 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495549 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495550 4,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495551 2,800000 -1,000000 -101,000000 0,000000 0,000000
420 1686495552 2,800000 -1,000000 -101,000000 0,000000 0,000000
404 1686495553 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495554 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495555 4,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495556 5,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495557 5,400000 -1,000000 -101,000000 0,000000 0,000000
420 1686495553 2,800000 -1,000000 -101,000000 0,000000 0,000000
420 1686495554 2,800000 -1,000000 -101,000000 0,000000 0,000000
420 1686495555 2,800000 -1,000000 -101,000000 0,000000 0,000000
420 1686495556 5,000000 -1,000000 -101,000000 0,000000 0,000000
420 1686495557 5,000000 -1,000000 -101,000000 0,000000 0,000000
404 1686495558 5,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495559 5,400000 -1,000000 -101,000000 0,000000 0,000000
404 1686495560 5,400000 -1,000000 -101,000000 0,000000 0,000000
